Campaign,Campaign Type,Campaign Daily Budget,Bid Strategy Type,Ad Group,Max CPC,Keyword,Criterion Type,Ad type,Final URL,Path 1,Path 2,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Status
PSI - Entry Jobs,,,,,,mobile home,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,trailer,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,manufactured home,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,rv,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,camper,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,shed,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,garage only,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,tiny home,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,apartment for rent,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,apartments for rent,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,rent,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,rental listing,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,condo association,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,hoa,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,jobs,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,job openings,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,hiring,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,now hiring,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,careers,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,career,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,employment,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,salary,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,wage,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,pay rate,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,apprentice,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,apprenticeship,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,union,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,resume,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,application,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,work for,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,looking for work,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,subcontractor wanted,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,laborer,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,helper wanted,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,grant,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,grants,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,free,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,no cost,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,financing bad credit,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,bad credit,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,no credit check,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,section 8,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,low income,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,assistance program,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,government program,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,weatherization,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,habitat for humanity,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,non profit,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,charity,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,insurance claim,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,storm damage,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,home depot,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,lowes,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,menards,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,84 lumber,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,angi,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,angies list,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,thumbtack,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,homeadvisor,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,networx,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,porch,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,houzz pro,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,yelp,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,bark,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,craigslist,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,facebook marketplace,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,nextdoor,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,license,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,licensing,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,how to become,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,contractor license pa,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,certification,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,course,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,class,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,training,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,school,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,exam,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,insurance cost,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,bond,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,contract template,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,invoice template,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,estimate template,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,software,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,faucet,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,toilet,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,sink,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,leak,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,leaky,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,clogged,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,drain,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,water heater,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,furnace,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,boiler,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,outlet,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,light fixture,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,ceiling fan,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,door install,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,door replacement,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,fence,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,deck repair,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,porch repair,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,step repair,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,concrete repair,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,crack,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,mold,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,tv mount,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,shelf,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,closet,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,paint a room,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,one room,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,small job,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,quick fix,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,same day,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,emergency,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,hourly,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,by the hour,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Entry Jobs,,,,,,free quote only,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
